Vehicle Name,buying_price,selling_price,make_year,vehicle_age,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_powe_bhp,Seats
Mahindra Scorpio SLE BSIII,14.9,5.5,2012,8,Individual,"1,70,000",First Owner,Diesel,Manual,12.05,2179 CC,120,8
Maruti Swift Dzire VXI 1.2 BS IV,6.62,6.5,2018,2,Individual,"15,000",First Owner,Petrol,Manual,22,1197 CC,81.8,5
Maruti Swift DDiS LDI,,3.75,2016,4,Dealer,"71,245",First Owner,Diesel,Manual,28.4,1248 CC,74,5
Tata Manza ELAN Quadrajet BS IV,,3,2012,8,Individual,"20,000",First Owner,Diesel,Manual,21.12,1248 CC,88.8,5
Toyota Etios VX,,4.5,2016,4,Dealer,"52,000",First Owner,Petrol,Manual,16.78,1496 CC,88.73,5
Honda Brio S MT,,3.35,2015,5,Individual,"61,000",First Owner,Petrol,Manual,19.4,1198 CC,86.8,5
Kia Seltos GTK,11.19,13,2019,1,Individual,"7,000",First Owner,Petrol,Manual,16.1,1353 CC,138,5
Maruti Alto K10 VXI,,3.6,2018,2,Individual,"20,000",First Owner,Petrol,Manual,23.95,998 CC,67.05,5
Maruti Celerio ZXI,5.3,5.05,2020,0,Individual,"8,700",First Owner,Petrol,Manual,21.63,998 CC,67.04,5
Maruti Alto 800 LXI,3.47,3.1,2019,1,Individual,"25,000",First Owner,Petrol,Manual,24.7,796 CC,47.3,5
Hyundai i20 Asta Option BSIV,8.03,5.45,2015,5,Dealer,"42,000",First Owner,Petrol,Manual,18.6,1197 CC,81.86,5
Mahindra Xylo E4,,3,2009,11,Individual,"1,20,000",First Owner,Diesel,Manual,14,2498 CC,112,7
Chevrolet Aveo 1.4 LS Limited Edition,,2,2009,11,Individual,"60,000",First Owner,Petrol,Manual,14.4,1399 CC,94,5
Mahindra Bolero DI,9.05,1.5,2006,14,Individual,"1,20,000",First Owner,Diesel,Manual,13.6,2523 CC,63,7
Maruti Baleno Delta 1.2,6.58,5.8,2018,2,Individual,"50,000",First Owner,Petrol,Manual,21.4,1197 CC,83.1,5
Maruti Wagon R VXI BS IV,5.35,2.5,2011,9,Individual,"58,000",First Owner,Petrol,Manual,18.9,998 CC,67.1,5
Hyundai Verna 1.4 VTVT,10.54,6.5,2017,3,Individual,"36,000",First Owner,Petrol,Manual,17.43,1396 CC,105.5,5
Maruti SX4 S Cross DDiS 200 Zeta,,8,2016,4,Individual,"80,000",First Owner,Diesel,Manual,23.65,1248 CC,88.5,5
Audi Q3 2.0 TDI Quattro Premium Plus,,14.75,2013,7,Dealer,"71,000",First Owner,Diesel,Automatic,15.73,1968 CC,174.33,5
Maruti Ertiga VDI,,4.1,2018,2,Individual,"30,000",First Owner,Diesel,Manual,25.47,1248 CC,88.5,7
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,10.14,5.31,2015,5,Dealer,"1,62,828",First Owner,Diesel,Manual,22.77,1498 CC,98.59,5
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,,8.9,2018,2,Individual,"7,500",First Owner,Diesel,Manual,23,1498 CC,98.96,5
Tata Safari Storme EX,,7.75,2016,4,Dealer,"47,227",First Owner,Diesel,Manual,14,2179 CC,138.1,7
Maruti Wagon R CNG LXI BSIV,6.15,4.35,2018,2,Dealer,"52,000",First Owner,CNG,Manual,33.54,998 CC,67.04,5
Ford Figo Diesel ZXI,8.96,1.85,2012,8,Dealer,"74,000",First Owner,Diesel,Manual,20,1399 CC,68.05,5
Mahindra Bolero 2011-2019 SLX,9.05,4.4,2011,9,Dealer,"47,000",First Owner,Diesel,Manual,15.96,2523 CC,62.1,7
Hyundai i20 Sportz 1.2,7.63,4.5,2015,5,Individual,"50,000",First Owner,Petrol,Manual,18.6,1197 CC,81.83,5
Maruti Baleno Zeta 1.2,6.93,6,2017,3,Individual,"1,00,000",First Owner,Petrol,Manual,21.4,1197 CC,83.1,5
Maruti Celerio VXI,5.12,3.2,2014,6,Individual,"35,000",First Owner,Petrol,Manual,23.1,998 CC,67.04,5
Hyundai i20 Active 1.4 SX,,7,2016,4,Individual,"50,000",First Owner,Diesel,Manual,21.19,1396 CC,88.73,5
Ford Aspire 1.2 Ti-VCT Titanium,6.85,6.3,2018,2,Individual,"10,000",First Owner,Petrol,Manual,18.16,1196 CC,86.8,5
Maruti Alto 800 VXI Airbag,3.47,3.2,2016,4,Individual,"10,370",First Owner,Petrol,Manual,22.74,796 CC,47.3,5
Honda City V MT,12.68,4.65,2013,7,Dealer,"62,000",First Owner,Petrol,Manual,16.8,1497 CC,116.3,5
Tata Manza Aura Quadrajet BS IV,,2.75,2011,9,Individual,"70,000",First Owner,Diesel,Manual,21.12,1248 CC,88.8,5
Nissan Sunny Diesel XL,,3.7,2013,7,Individual,"2,50,000",First Owner,Diesel,Manual,21.64,1461 CC,84.8,5
Hyundai i20 Sportz 1.2,,5.5,2016,4,Individual,"40,000",First Owner,Petrol,Manual,18.6,1197 CC,81.83,5
Maruti Swift VVT VXI,6.29,4.45,2017,3,Individual,"60,000",First Owner,Petrol,Manual,22,1197 CC,81.8,5
Tata Safari Storme VX,,7.05,2013,7,Dealer,"67,231",First Owner,Diesel,Manual,14,2179 CC,138.1,7
Maruti Wagon R CNG LXI BSIV,5.97,2.7,2013,7,Dealer,"64,000",First Owner,CNG,Manual,33.54,998 CC,67.04,5
Nissan Micra Diesel XV,,4.2,2012,8,Dealer,"1,42,587",First Owner,Diesel,Manual,23.08,1461 CC,63.1,5
Honda City i DTec SV,,4.75,2014,6,Dealer,"63,000",First Owner,Diesel,Manual,26,1498 CC,98.6,5
Toyota Fortuner 4x4 MT,38.86,17.55,2015,5,Individual,"80,000",First Owner,Diesel,Manual,12.55,2982 CC,168.5,7
Honda City 2017-2020 VTEC,12.68,3.5,2011,9,Dealer,"55,000",First Owner,Petrol,Manual,16.9,1497 CC,100,5
Hyundai i20 2015-2017 Sportz Option 1.2,8.03,5.75,2016,4,Dealer,"11,000",First Owner,Petrol,Manual,18.6,1197 CC,81.83,5
Toyota Etios Liva GD,,4.66,2016,4,Dealer,"66,000",First Owner,Diesel,Manual,23.59,1364 CC,67.06,5
Renault KWID 1.0 RXT Optional,3.81,3.6,2017,3,Individual,"17,000",First Owner,Petrol,Manual,23.01,999 CC,67,5
Maruti Alto 800 VXI Optional,3.47,2.75,2017,3,Individual,"25,000",First Owner,Petrol,Manual,24.7,796 CC,47.3,5
Datsun GO Plus D,4.71,3.2,2016,4,Individual,"33,350",First Owner,Petrol,Manual,19.44,1198 CC,67,7
Maruti Omni 5 Str STD,,95000,2000,20,Individual,"45,000",First Owner,Petrol,Manual,14,796 CC,35,5
Hyundai Grand i10 Magna,6.48,3.7,2015,5,Dealer,"62,000",First Owner,Petrol,Manual,18.9,1197 CC,82,5
Honda Brio E MT,,2.5,2013,7,Individual,"30,000",First Owner,Petrol,Manual,19.4,1198 CC,86.8,5
Maruti Swift Dzire ZXi,6.62,2.75,2009,11,Individual,"59,000",First Owner,Petrol,Manual,17.5,1298 CC,85.8,5
Mercedes-Benz GLA AMG 45 4MATIC,,19.5,2015,5,Dealer,"20,000",First Owner,Petrol,Automatic,12.33,1991 CC,375.48,5
Honda City i VTEC V,12.68,5.5,2014,6,Dealer,"86,113",First Owner,Petrol,Manual,17.4,1497 CC,117.3,5
Toyota Corolla Altis Diesel D4DG,,13.25,2016,4,Dealer,"45,000",First Owner,Diesel,Manual,21.43,1364 CC,87.2,5
Maruti Swift Dzire VDI,,7.5,2018,2,Individual,"10,000",First Owner,Diesel,Manual,28.4,1248 CC,74.02,5
Nissan Micra XV,,2.9,2011,9,Dealer,"70,000",First Owner,Petrol,Manual,18.06,1198 CC,75,5
Maruti Wagon R VXI,5.35,2.72,2015,5,Individual,"92,537",First Owner,Petrol,Manual,20.51,998 CC,67.04,5
Maruti Ciaz 1.3 Alpha,,9.51,2019,1,Dealer,"27,645",First Owner,Diesel,Manual,28.09,1248 CC,88.5,5
Maruti Alto K10 2010-2014 VXI,,2.8,2013,7,Individual,"46,242",First Owner,Petrol,Manual,20.92,998 CC,67.1,5
Honda City V MT AVN,13.13,5.45,2013,7,Individual,"70,000",First Owner,Petrol,Manual,16.8,1497 CC,116.3,5
Renault KWID RXT,,4.5,2020,0,Individual,"6,000",First Owner,Petrol,Manual,22.3,799 CC,53.26,5
Hyundai i20 2015-2017 Magna 1.2,7.7,4.8,2017,3,Dealer,"64,000",First Owner,Petrol,Manual,18.6,1197 CC,81.83,5
Mahindra Scorpio 1.99 S10,15.21,10.6,2017,3,Dealer,"93,000",First Owner,Diesel,Manual,15.4,1997 CC,120,7
Maruti Alto 800 LXI,3.47,2.35,2013,7,Dealer,"26,200",First Owner,Petrol,Manual,22.74,796 CC,47.3,5
Maruti Baleno Zeta 1.2,6.75,5.9,2017,3,Individual,"25,000",First Owner,Petrol,Manual,21.4,1197 CC,83.1,5
Mahindra TUV 300 mHAWK100 T8 Dual Tone,,7.5,2017,3,Individual,"80,000",First Owner,Diesel,Manual,18.49,1493 CC,100,7
Hyundai Santro AT,5.33,71000,2004,16,Individual,"1,10,000",First Owner,Petrol,Automatic,0,999 CC,null ,5
Mahindra TUV 300 T4,,4.5,2016,4,Individual,"70,000",First Owner,Diesel,Manual,18.49,1493 CC,100,7
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,39.97,29.5,2018,2,Dealer,"50,000",First Owner,Diesel,Automatic,12.9,2755 CC,174.5,7
Hyundai Santro Xing GLS,,1.1,2008,12,Individual,"80,000",First Owner,Petrol,Manual,17.92,1086 CC,62.1,5
Mahindra Scorpio M2DI,15.5,2.8,2007,13,Individual,"1,10,000",First Owner,Diesel,Manual,13.5,2179 CC,115,5
Audi A4 30 TFSI Premium Plus,48.8,18.51,2016,4,Dealer,"55,000",First Owner,Petrol,Automatic,17.84,1395 CC,147.51,5
Honda City i-VTEC S,12.8,7.5,2018,2,Individual,"25,000",First Owner,Petrol,Manual,17.4,1497 CC,117.3,5
Hyundai Grand i10 Magna,6.48,4,2015,5,Dealer,"36,000",First Owner,Petrol,Manual,18.9,1197 CC,81.86,5
Maruti Swift Dzire ZDI,,5.3,2015,5,Individual,"40,000",First Owner,Diesel,Manual,26.59,1248 CC,74,5
Mahindra Thar CRDe,14.12,8.7,2018,2,Individual,"25,000",First Owner,Diesel,Manual,16.55,2498 CC,105,6
Renault KWID RXL,3.43,2.95,2018,2,Dealer,"30,038",First Owner,Petrol,Manual,25.17,799 CC,53.3,5
Tata Tiago 1.05 Revotorq XE,,3.7,2017,3,Individual,"53,000",First Owner,Diesel,Manual,27.28,1047 CC,69,5
Maruti Swift VXI,6.35,5.3,2018,2,Individual,"5,000",First Owner,Petrol,Manual,21.21,1197 CC,81.8,5
Hyundai Xcent 1.1 CRDi SX Option,,6,2014,6,Individual,"41,217",First Owner,Diesel,Manual,24.4,1120 CC,71,5
Renault KWID Climber 1.0 AMT,3.62,3.5,2017,3,Individual,"35,000",First Owner,Petrol,Automatic,24.04,999 CC,67,5
Ford Ecosport 1.5 DV5 MT Titanium,10.05,4.7,2013,7,Dealer,"62,000",First Owner,Diesel,Manual,22.7,1498 CC,89.84,5
Ford Aspire 1.5 TDCi Trend,9.62,3.9,2015,5,Individual,"42,000",First Owner,Diesel,Manual,25.83,1498 CC,99,5
Ambassador Avigo 2000 DSZ,,1.16,2005,15,Individual,"1,20,000",First Owner,Diesel,Manual,13.2,1995 CC,56,5
Mahindra Scorpio S10 7 Seater,15.1,9.2,2015,5,Individual,"80,000",First Owner,Diesel,Manual,15.4,2179 CC,120,7
Mahindra XUV500 W8 2WD,16.54,5.5,2013,7,Individual,"60,000",First Owner,Diesel,Manual,15.1,2179 CC,140,7
Hyundai Verna 1.6 SX,13.09,6.35,2014,6,Individual,"45,000",First Owner,Diesel,Manual,22.32,1582 CC,126.32,5
Mahindra XUV500 AT W8 FWD,16.54,12.5,2017,3,Dealer,"50,000",First Owner,Diesel,Automatic,16,2179 CC,140,7
Maruti Alto 800 VXI,3.47,3,2018,2,Individual,"12,000",First Owner,Petrol,Manual,24.7,796 CC,47.3,5
Honda City i-VTEC CVT V,12.8,9.6,2018,2,Individual,"12,000",First Owner,Petrol,Automatic,18,1497 CC,117.6,5
Maruti Vitara Brezza VDi Option,,7.5,2018,2,Individual,"15,000",First Owner,Diesel,Manual,24.3,1248 CC,88.5,5
Volkswagen Polo Petrol Trendline 1.2L,6.94,2.49,2011,9,Dealer,"63,000",First Owner,Petrol,Manual,16.47,1198 CC,73.9,5
Tata Hexa XT,14.1,14,2018,2,Individual,"30,000",First Owner,Diesel,Manual,17.6,2179 CC,153.86,7
Ford Figo Diesel ZXI,8.84,2.5,2011,9,Individual,"1,60,800",First Owner,Diesel,Manual,20,1399 CC,68,5
Hyundai Verna 1.6 SX,12.84,6.1,2014,6,Individual,"1,20,000",First Owner,Diesel,Manual,22.32,1582 CC,126.32,5
Maruti Zen Estilo VXI BSIII,,1.65,2010,10,Dealer,"62,821",First Owner,Petrol,Manual,18.2,998 CC,67.1,5
Ford Ecosport 2015-2021 1.5 Diesel Ambiente,10.14,5.45,2016,4,Dealer,"78,247",First Owner,Diesel,Manual,21.7,1498 CC,98.96,5
Hyundai Verna 1.6 CRDi EX MT,11.32,4.8,2013,7,Individual,"1,13,000",First Owner,Diesel,Manual,22.32,1582 CC,126.3,5
Hyundai i20 2015-2017 Asta Option 1.2,8.03,3.95,2014,6,Dealer,"52,000",First Owner,Petrol,Manual,18.6,1197 CC,81.83,5
Toyota Innova 2.5 G (Diesel) 7 Seater,,4.95,2012,8,Dealer,"1,09,000",First Owner,Diesel,Manual,12.99,2494 CC,100.6,7
Ford Figo Aspire Facelift,9.28,5.5,2017,3,Individual,"15,000",First Owner,Diesel,Manual,0,1498 CC,99,
Hyundai Grand i10 Asta Option,6.81,4.7,2017,3,Individual,"90,000",First Owner,Petrol,Manual,18.9,1197 CC,82,5
Tata Indica eXeta eGLX,,2,2011,9,Individual,"35,000",First Owner,Petrol,Manual,16.84,1193 CC,64.4,5
Skoda Laura 1.9 TDI MT Ambiente,,2.8,2010,10,Individual,"90,000",First Owner,Diesel,Manual,17,1896 CC,105,5
Chevrolet Aveo 1.4 LS Limited Edition,,1.49,2008,12,Dealer,"62,001",First Owner,Petrol,Manual,14.4,1399 CC,94,5
Volkswagen Polo Diesel Trendline 1.2L,,2,2011,9,Dealer,"98,000",First Owner,Diesel,Manual,22.07,1199 CC,73.9,5
Hyundai i20 Active 1.4 SX,,6.99,2016,4,Individual,"20,000",First Owner,Diesel,Manual,21.19,1396 CC,88.73,5
Toyota Corolla Altis 1.8 G,,3.15,2010,10,Dealer,"57,000",First Owner,Petrol,Manual,14.28,1798 CC,138.03,5
Maruti Wagon R VXI,5.36,3.4,2014,6,Individual,"21,717",First Owner,Petrol,Manual,20.51,998 CC,67.04,5
Renault Duster 85PS Diesel RxL,,5,2014,6,Individual,"40,000",First Owner,Diesel,Manual,20.45,1461 CC,83.8,5
Honda City i-VTEC ZX,13.13,10.5,2017,3,Individual,"50,000",First Owner,Petrol,Manual,17.14,1497 CC,117.6,5
Renault Duster 110PS Diesel RxZ,,6,2016,4,Individual,"90,000",First Owner,Diesel,Manual,19.6,1461 CC,108.45,5
Fiat Avventura Urban Cross 1.3 Multijet Active,,4.78,2017,3,Individual,"90,000",First Owner,Diesel,Manual,20.5,1248 CC,91.72,5
Maruti Swift VXI Optional,6.35,4.91,2017,3,Dealer,"27,876",First Owner,Petrol,Manual,20.4,1197 CC,81.8,5
Land Rover Discovery Sport Si4 HSE,70.25,28.9,2016,4,Dealer,"56,000",First Owner,Petrol,Automatic,12.63,1999 CC,177,5
Hyundai i10 Asta,,1.6,2008,12,Individual,"57,215",First Owner,Petrol,Manual,20.36,1197 CC,78.9,5
Hyundai Venue SX Turbo BSIV,8.06,9.85,2019,1,Dealer,"5,400",First Owner,Petrol,Manual,18.27,998 CC,118.35,5
Maruti Swift Dzire VDI,,5,2014,6,Individual,"60,000",First Owner,Diesel,Manual,23.4,1248 CC,74,5
Tata Tiago 1.2 Revotron XT,5.63,3.35,2017,3,Individual,"24,800",First Owner,Petrol,Manual,23.84,1199 CC,84,5
Maruti Alto LXi BSIII,,85000,2005,15,Individual,"70,000",First Owner,Petrol,Manual,19.7,796 CC,46.3,5
Honda BRV i-DTEC VX MT,,9.5,2016,4,Dealer,"59,450",First Owner,Diesel,Manual,21.9,1498 CC,98.6,7
Honda Jazz VX CVT,8.51,7.4,2018,2,Dealer,"20,000",First Owner,Petrol,Automatic,17.1,1199 CC,88.51,5
Tata Indica Vista Terra 1.4 TDI,,2,2010,10,Individual,"90,000",First Owner,Diesel,Manual,17,1405 CC,71,5
Maruti Swift VXI,6.04,3.75,2013,7,Dealer,"34,553",First Owner,Petrol,Manual,22,1197 CC,81.8,5
Maruti Vitara Brezza VDi,,8.1,2018,2,Individual,"40,000",First Owner,Diesel,Manual,24.3,1248 CC,88.5,5
Volkswagen Polo Petrol Trendline 1.2L,,1.73,2010,10,Individual,"3,50,000",First Owner,Petrol,Manual,16.47,1198 CC,73.9,5
Maruti Vitara Brezza VDi,,7,2017,3,Individual,"50,000",First Owner,Diesel,Manual,24.3,1248 CC,88.5,5
Mahindra KUV 100 mFALCON D75 K4,,3.1,2016,4,Individual,"70,000",First Owner,Diesel,Manual,25.32,1198 CC,77,6
Mahindra Scorpio 1.99 S4,15.1,8.5,2017,3,Individual,"1,20,000",First Owner,Diesel,Manual,15.4,1997 CC,120,7
Hyundai i20 Era 1.4 CRDi,9.6,2.85,2013,7,Individual,"90,000",First Owner,Diesel,Manual,22.54,1396 CC,88.76,5
Maruti Swift Dzire VDI,,4.5,2014,6,Individual,"1,20,000",First Owner,Diesel,Manual,23.4,1248 CC,74,5
Hyundai Creta 1.6 CRDi SX,12.32,11,2017,3,Individual,"80,000",First Owner,Diesel,Manual,19.67,1582 CC,126.2,5
Mahindra Xylo E4 BS IV,,3.5,2011,9,Individual,"1,55,000",First Owner,Diesel,Manual,14,2498 CC,112,7
Mahindra Scorpio 1.99 S6 Plus,14.79,10.8,2017,3,Individual,"30,000",First Owner,Diesel,Manual,15.4,1997 CC,120,7
Honda City i DTEC V,14,5.3,2014,6,Dealer,"66,100",First Owner,Diesel,Manual,26,1498 CC,98.6,5
Maruti Swift Dzire VDI,,6.8,2017,3,Individual,"50,000",First Owner,Diesel,Manual,28.4,1248 CC,74.02,5
Mahindra Scorpio 1.99 S4 Plus,15.1,10.25,2017,3,Dealer,"42,000",First Owner,Diesel,Manual,15.4,1997 CC,120,7
Hyundai i20 1.2 Spotz,7.97,6.5,2017,3,Individual,"55,000",First Owner,Petrol,Manual,18.6,1197 CC,81.83,5
Hyundai i10 Magna,,1.94,2012,8,Dealer,"1,10,699",First Owner,Petrol,Manual,20.36,1197 CC,78.9,5
Maruti Baleno Delta Automatic,6.81,6.86,2019,1,Individual,"5,000",First Owner,Petrol,Automatic,21.4,1197 CC,83.1,5
Maruti Alto 800 LXI,3.32,2,2016,4,Individual,"50,000",First Owner,Petrol,Manual,22.74,796 CC,47.3,5
Maruti Swift Dzire VXI,6.53,2.5,2010,10,Dealer,"44,000",First Owner,Petrol,Manual,19.1,1197 CC,85.8,5
Maruti Vitara Brezza VDi Option,,7.3,2018,2,Individual,"90,000",First Owner,Diesel,Manual,24.3,1248 CC,88.5,5
Hyundai Verna 1.6 VTVT SX,10.54,6.5,2016,4,Dealer,"55,000",First Owner,Petrol,Manual,17.01,1591 CC,121.3,5
Maruti Vitara Brezza ZDi Plus Dual Tone,,7.9,2017,3,Dealer,"45,000",First Owner,Diesel,Manual,24.3,1248 CC,88.5,5
Maruti Baleno Zeta 1.2,6.93,6.2,2017,3,Individual,"30,000",First Owner,Petrol,Manual,21.4,1197 CC,83.1,5
Hyundai Verna 1.6 VTVT,9.53,5.1,2013,7,Individual,"50,000",First Owner,Petrol,Manual,17.01,1591 CC,121.3,5
Hyundai Santro Xing XL,,1.15,2005,15,Individual,"1,20,000",First Owner,Petrol,Manual,0,1086 CC,null ,5
Maruti Eeco 5 Seater AC BSIV,4.63,3.75,2013,7,Individual,"20,000",First Owner,Petrol,Manual,15.37,1196 CC,73,5
Nissan Terrano XV 110 PS,,5.25,2015,5,Dealer,"69,000",First Owner,Diesel,Manual,19.01,1461 CC,108.5,5
Maruti Swift Dzire AMT VXI,6.74,6.2,2017,3,Trustmark Dealer,"19,843",First Owner,Petrol,Automatic,21.21,1197 CC,81.8,5
Tata Indigo LS (TDI) BS-III,,2.7,2014,6,Individual,"20,000",First Owner,Diesel,Manual,19.09,1405 CC,69.01,5
Ford Endeavour 3.0L 4X4 AT,35,9.5,2011,9,Individual,"30,000",First Owner,Diesel,Automatic,11.4,2953 CC,153.86,7
Toyota Innova Crysta 2016-2020 2.4 G MT,19.9,14.5,2017,3,Dealer,"52,300",First Owner,Diesel,Manual,13.68,2393 CC,147.51,7
Honda City i VTEC CVT SV,12.24,8.45,2016,4,Individual,"40,000",First Owner,Petrol,Automatic,18,1497 CC,117.3,5
Maruti Swift Dzire LDI,,3.9,2014,6,Dealer,"61,500",First Owner,Diesel,Manual,23.4,1248 CC,74,5
Honda Amaze S i-Vtech,7.04,3.95,2015,5,Dealer,"59,000",First Owner,Petrol,Manual,18,1198 CC,86.7,5
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,6.99,4.5,2018,2,Individual,"40,000",First Owner,Petrol,Manual,18.9,1197 CC,81.86,5
Audi A6 2.0 TDI,,17,2013,7,Individual,"60,000",First Owner,Diesel,Automatic,17.68,1968 CC,174.33,5
Hyundai Grand i10 Magna,6.48,3.25,2013,7,Dealer,"61,000",First Owner,Petrol,Manual,18.9,1197 CC,82,5
Mahindra KUV 100 mFALCON D75 K4,,3.5,2016,4,Individual,"70,000",First Owner,Diesel,Manual,25.32,1198 CC,77,6
Mahindra XUV500 W8 2WD,16.54,6.5,2013,7,Dealer,"63,000",First Owner,Diesel,Manual,15.1,2179 CC,140,7
Mercedes-Benz E-Class E 200 CGI,72.29,12.5,2012,8,Dealer,"58,000",First Owner,Petrol,Manual,12.3,1796 CC,185,5
Maruti Zen Estilo VXI BSIV,,2.2,2013,7,Individual,"40,000",First Owner,Petrol,Manual,19,998 CC,67.1,5
Mahindra Quanto C8,,3.5,2015,5,Individual,"49,000",First Owner,Diesel,Manual,17.21,1493 CC,100,7
Maruti Swift Dzire VDI,,7.5,2017,3,Individual,"22,000",First Owner,Diesel,Manual,28.4,1248 CC,74.02,5
Honda City 1.5 V MT,,2.99,2010,10,Dealer,"57,977",First Owner,Petrol,Manual,17,1497 CC,118,5
Hyundai Xcent 1.1 CRDi Base,,3.78,2016,4,Individual,"70,000",First Owner,Diesel,Manual,24.4,1120 CC,71,5
Land Rover Range Rover Evoque Convertible HSE Dynamic,67.94,70,2018,2,Dealer,"13,000",First Owner,Petrol,Automatic,12.19,1997 CC,237.36,4
Mini Cooper 3 DOOR S,39.82,13.25,2012,8,Dealer,"67,000",First Owner,Petrol,Automatic,17.33,1998 CC,189.08,4
Maruti Ertiga VDI,,5.24,2014,6,Dealer,"48,242",First Owner,Diesel,Manual,20.77,1248 CC,88.76,7
Ford Figo Diesel EXI,8.62,1.69,2012,8,Dealer,"68,000",First Owner,Diesel,Manual,20,1399 CC,68.05,5
Maruti Ertiga ZDI,,5,2014,6,Individual,"40,000",First Owner,Diesel,Manual,20.77,1248 CC,88.8,7
Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,80.6,20,2012,8,Dealer,"98,000",First Owner,Diesel,Automatic,12.07,2967 CC,241.4,7
Maruti Swift Dzire VDI,,3.8,2013,7,Individual,"1,13,450",First Owner,Diesel,Manual,23.4,1248 CC,74,5
Maruti Wagon R AMT VXI,5.16,4,2018,2,Individual,"80,000",First Owner,Petrol,Automatic,20.51,998 CC,67,5
Hyundai Santro Sportz SE AMT BSIV,5.4,5.65,2020,0,Dealer,"1,000",First Owner,Petrol,Automatic,20.3,1086 CC,68,5
Maruti Wagon R VXI,,3.35,2015,5,Dealer,"20,292",First Owner,Petrol,Manual,20.51,998 CC,67.04,5
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,15.19,3,2010,10,Dealer,"67,900",First Owner,Diesel,Manual,12.05,2179 CC,120,7
Chevrolet Beat Diesel LS,,2,2012,8,Individual,"70,000",First Owner,Diesel,Manual,25.44,936 CC,57.6,5
Mahindra Scorpio 1.99 S10,15.1,10.51,2015,5,Dealer,"40,000",First Owner,Diesel,Manual,15.4,1997 CC,120,7
Hyundai Grand i10 1.2 CRDi Sportz Option,,5.1,2017,3,Individual,"60,000",First Owner,Diesel,Manual,24,1186 CC,73.97,5
Renault KWID Climber 1.0 AMT,3.81,3.7,2018,2,Individual,"25,000",First Owner,Petrol,Automatic,24.04,999 CC,67,5
Maruti Wagon R LXI,5.16,2,2006,14,Individual,"70,000",First Owner,Petrol,Manual,18.9,998 CC,67.1,5
Maruti Baleno Delta 1.3,,6.25,2018,2,Individual,"21,000",First Owner,Diesel,Manual,27.39,1248 CC,74,5
Mahindra Scorpio S7 140 BSIV,15.1,12.9,2018,2,Dealer,"39,000",First Owner,Diesel,Manual,16.36,2179 CC,140,7
Hyundai Creta 1.6 E Plus,,8.9,2017,3,Dealer,"30,000",First Owner,Petrol,Manual,15.8,1591 CC,121.3,5
Hyundai Verna 1.6 CRDI,13.09,4.2,2012,8,Dealer,"61,000",First Owner,Diesel,Manual,22.32,1582 CC,126.3,5
Maruti Swift LXI Optional-O,6.04,5,2017,3,Trustmark Dealer,"5,743",First Owner,Petrol,Manual,20.4,1197 CC,83.11,5
Nissan Terrano XL Plus 85 PS,,7.5,2017,3,Dealer,"44,000",First Owner,Diesel,Manual,20.45,1461 CC,83.8,5
Hyundai Grand i10 1.2 Kappa Asta,,6,2018,2,Individual,"24,200",First Owner,Petrol,Manual,18.9,1197 CC,81.86,5
Maruti Baleno Delta 1.3,,5.9,2017,3,Individual,"57,000",First Owner,Diesel,Manual,27.39,1248 CC,74,5
Hyundai i10 Magna,,1.9,2011,9,Dealer,"58,000",First Owner,Petrol,Manual,20.36,1197 CC,78.9,5
Datsun GO Plus T Option BSIV,4.88,5,2017,3,Individual,"15,000",First Owner,Petrol,Manual,19.44,1198 CC,67,7
Maruti Celerio ZXI Optional,,4.5,2017,3,Individual,"10,000",First Owner,Petrol,Manual,23.1,998 CC,67.04,5
Mahindra NuvoSport N8,,5.5,2016,4,Individual,"70,000",First Owner,Diesel,Manual,17.45,1493 CC,100,7
Chevrolet Beat LT,,1.7,2011,9,Dealer,"65,000",First Owner,Petrol,Manual,18.6,1199 CC,79.4,5
Mahindra XUV500 W6 2WD,16.45,6.5,2015,5,Individual,"1,00,000",First Owner,Diesel,Manual,15.1,2179 CC,140,7
BMW Z4 M40i,77.06,82.5,2020,0,Dealer,"2,000",First Owner,Petrol,Automatic,11.29,2998 CC,335,2
Maruti Wagon R VXI Opt 1.2,5.16,5,2020,0,Individual,"10,000",First Owner,Petrol,Manual,20.52,1197 CC,81.8,5
Hyundai Xcent 1.2 Kappa AT SX Option,,5,2015,5,Individual,"10,000",First Owner,Petrol,Automatic,16.9,1197 CC,82,5
Maruti Alto LXi,,1.4,2009,11,Individual,"43,000",First Owner,Petrol,Manual,19.7,796 CC,46.3,5
Honda Amaze S Plus i-VTEC,,3.49,2013,7,Dealer,"64,000",First Owner,CNG,Manual,18,1198 CC,86.7,5
Maruti Wagon R VXI with ABS,5.36,3.25,2014,6,Individual,"30,000",First Owner,Petrol,Manual,20.51,998 CC,67.06,5
Honda City i VTEC S,12.68,4.35,2014,6,Dealer,"63,000",First Owner,Petrol,Manual,17.8,1497 CC,117.3,5
