sl_no,vehicle_name,buying_price,selling_price,make_year,vehicle_age,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage
243,Ford Figo 1.5D Ambiente ABS MT,846000,400000,2017,3,Individual,53000,First Owner,Diesel,Manual,25.83
244,Hyundai Verna 1.6 SX,1219000,470000,2014,6,Dealer,89000,First Owner,Diesel,Manual,22.32
245,Maruti Alto 800 LXI,341000,304000,2018,2,Individual,22000,First Owner,Petrol,Manual,24.7
246,Honda City i DTEC S,1435000,490000,2014,6,Dealer,69000,First Owner,Diesel,Manual,26
247,Mahindra Scorpio 1.99 S6 Plus,1510000,864000,2016,4,Individual,155000,First Owner,Diesel,Manual,15.4
248,Mahindra XUV500 W6 2WD,1654000,480000,2013,7,Dealer,85000,First Owner,Diesel,Manual,16
249,Maruti Wagon R VXI AMT Opt 1.2,526000,575000,2019,1,Dealer,3600,First Owner,Petrol,Automatic,20.52
250,Maruti Baleno Delta Automatic,681000,686000,2019,1,Individual,5000,First Owner,Petrol,Automatic,21.4
251,Hyundai Santro LP - Euro II,523000,1205032704,2002,18,Individual,80000,First Owner,Petrol,Manual,0
252,MG Hector Smart Diesel MT BSIV,1698999,1698999,2019,1,Dealer,28000,First Owner,Diesel,Manual,17.41
253,Maruti Baleno Zeta Automatic,681000,680000,2018,2,Individual,10000,First Owner,Petrol,Automatic,21.4
254,Toyota Fortuner 3.0 Diesel,3997000,1200000,2010,10,Individual,200000,First Owner,Diesel,Manual,11.5
255,Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus BSIV,919000,955000,2019,1,Dealer,22346,First Owner,Petrol,Manual,17
256,Hyundai i20 1.4 CRDi Magna,860000,350000,2012,8,Individual,120000,First Owner,Diesel,Manual,21.9
257,Maruti Vitara Brezza LXI,830000,800000,2020,0,Dealer,1000,First Owner,Petrol,Manual,17.03
258,Mahindra XUV500 W6 2WD,1645000,825000,2015,5,Individual,170000,First Owner,Diesel,Manual,16
259,Mahindra Marazzo M8 8Str,1354000,1476000,2019,1,Individual,60000,First Owner,Diesel,Manual,17.3
260,Honda Jazz V CVT,855000,670000,2018,2,Dealer,40000,First Owner,Petrol,Automatic,18.2
261,Hyundai Grand i10 1.2 Kappa Asta,648000,490000,2017,3,Individual,35000,First Owner,Petrol,Manual,18.9
262,Toyota Innova Crysta 2016-2020 2.4 GX MT 8S BSIV,1998999,1500000,2019,1,Individual,35000,First Owner,Diesel,Manual,13.68
263,Ford Figo Diesel LXI,896000,190000,2012,8,Dealer,74000,First Owner,Diesel,Manual,20
264,Maruti Swift AMT VXI,604000,650000,2019,1,Dealer,8000,First Owner,Petrol,Automatic,21.21
265,Maruti Swift 1.2 DLX (Only Delhi),604000,455000,2017,3,Individual,34000,First Owner,Petrol,Manual,20.4
266,Maruti Swift VXI BSIV,604000,365000,2014,6,Dealer,54000,First Owner,Petrol,Manual,22
267,Maruti Swift Dzire ZXI,653000,470000,2014,6,Dealer,11275,First Owner,Petrol,Manual,19.1
268,Toyota Fortuner 2016-2021 2.8 2WD AT,3997000,2950000,2018,2,Dealer,35000,First Owner,Diesel,Automatic,12.9
269,Honda Civic 1.8 V AT,2084000,1519000,2019,1,Dealer,23000,First Owner,Petrol,Automatic,13.9
270,Honda Amaze S i-Dtech,877000,325000,2013,7,Dealer,73000,First Owner,Diesel,Manual,25.8
271,Hyundai Grand i10 Nios AMT Sportz,580000,600000,2020,0,Individual,10000,First Owner,Petrol,Automatic,20.7
272,Honda Amaze S i-Dtech,859000,300000,2013,7,Individual,208000,First Owner,Diesel,Manual,25.8
273,Hyundai i10 Sportz 1.2,699000,300000,2010,10,Individual,30000,First Owner,Petrol,Manual,20.36
274,Maruti Wagon R LXI CNG,598000,345000,2016,4,Dealer,83000,First Owner,CNG,Manual,26.6
275,Mahindra Scorpio S3 9 Seater BSIV,1510000,900000,2018,2,Individual,60000,First Owner,Diesel,Manual,15.4
276,Mahindra XUV500 W10 1.99 mHawk,1611000,1025000,2016,4,Dealer,83000,First Owner,Diesel,Manual,16
277,Isuzu D-Max V-Cross 4X4,1973999,1450000,2017,3,Dealer,58132,First Owner,Diesel,Manual,12.4
278,Maruti Swift LXI Option,613000,400000,2015,5,Individual,34000,First Owner,Petrol,Manual,20.4
279,Honda Amaze S i-Dtech,869000,367000,2014,6,Dealer,45120,First Owner,Diesel,Manual,25.8
280,Hyundai Grand i10 1.2 Kappa Magna AT,711000,535000,2019,1,Individual,15000,First Owner,Petrol,Automatic,18.9
281,Maruti Ertiga VXI Petrol,877000,805000,2019,1,Individual,15000,First Owner,Petrol,Manual,19.34
282,MG Hector Hybrid Super MT BSIV,1496000,1488000,2020,0,Dealer,1000,First Owner,Petrol,Manual,15.81
283,Mercedes-Benz E-Class E250 CDI Elegance,7545000,700000,2011,9,Dealer,98000,First Owner,Diesel,Automatic,14.21
284,Honda City i VTEC VX,1258000,700000,2016,4,Dealer,55670,First Owner,Petrol,Manual,17.8
285,Hyundai Verna CRDi,1284000,155000,2006,14,Individual,148000,First Owner,Diesel,Manual,16.8
286,Maruti Ertiga VXI,861999,800000,2019,1,Dealer,18000,First Owner,Petrol,Manual,19.01
287,BMW 3 Series 320d,4928000,750000,2011,9,Dealer,52420,First Owner,Diesel,Automatic,22.69
288,Hyundai Grand i10 Magna,716000,350000,2015,5,Individual,10000,First Owner,Petrol,Manual,18.9
289,Toyota Innova Crysta 2016-2020 2.4 G MT 8S BSIV,1916000,1380000,2016,4,Individual,40000,First Owner,Diesel,Manual,13.68
290,Mahindra Scorpio S10 7 Seater,1425000,1000000,2015,5,Individual,50000,First Owner,Diesel,Manual,15.4
291,Maruti Ertiga BSIV VXI,853999,700000,2018,2,Individual,50000,First Owner,Petrol,Manual,17.5
292,Maruti Swift Dzire LXi,662000,229999,2009,11,Individual,76963,First Owner,Petrol,Manual,17.5
293,Maruti Alto 800 CNG LXI,490000,350000,2016,4,Dealer,45000,First Owner,CNG,Manual,30.46
294,Renault KWID RXL,343000,325000,2018,2,Dealer,10103,First Owner,Petrol,Manual,25.17
295,BMW X1 sDrive20d,4986000,1675000,2014,6,Dealer,24000,First Owner,Diesel,Automatic,17.05
296,Mahindra XUV500 W8 2WD,1645000,800000,2014,6,Dealer,47240,First Owner,Diesel,Manual,15.1
297,Maruti Celerio LXI Optional MT BSIV,521000,400000,2019,1,Individual,30000,First Owner,Petrol,Manual,23.1
298,Toyota Innova Crysta 2016-2020 2.4 VX MT,1989999,1750000,2018,2,Dealer,58000,First Owner,Diesel,Manual,13.68
299,Hyundai i20 Sportz 1.4 CRDi,965000,535000,2015,5,Dealer,35213,First Owner,Diesel,Manual,22.54
300,Hyundai Grand i10 Magna,716000,356000,2015,5,Individual,35000,First Owner,Petrol,Manual,18.9
301,Maruti Eeco CNG 5 Seater AC BSIV,574000,360000,2018,2,Dealer,34500,First Owner,CNG,Manual,21.94
302,Hyundai Grand i10 Magna,681000,390000,2016,4,Individual,30000,First Owner,Petrol,Manual,18.9
303,Toyota Fortuner 4x2 AT TRD Sportivo,3997000,1245000,2012,8,Dealer,51000,First Owner,Diesel,Automatic,12.55
304,Mahindra XUV500 AT W10 AWD,1611000,1150000,2017,3,Individual,60000,First Owner,Diesel,Automatic,16
305,Maruti Wagon R LXI BS IV,511000,180000,2011,9,Dealer,83000,First Owner,Petrol,Manual,18.9
306,Skoda Rapid 1.6 MPI Elegance,868000,425000,2014,6,Dealer,70000,First Owner,Petrol,Manual,15
307,Ford Freestyle Trend Petrol BSIV,691000,650000,2019,1,Individual,50000,First Owner,Petrol,Manual,19
308,Honda City 1.5 S MT,1268000,275000,2009,11,Dealer,51000,First Owner,Petrol,Manual,17
309,Skoda Superb 1.8 TFSI MT,3536999,235000,2010,10,Individual,100000,First Owner,Petrol,Manual,13.14
310,Mercedes-Benz C-Class 220 CDI AT,5216000,700000,2011,9,Individual,160000,First Owner,Diesel,Automatic,14.84
311,Maruti Swift VXI,635000,350000,2013,7,Individual,70000,First Owner,Petrol,Manual,18.6
312,Hyundai i20 2015-2017 Magna 1.2,718000,480000,2016,4,Individual,50000,First Owner,Petrol,Manual,18.6
313,Maruti Swift Dzire AMT VXI,653000,690000,2017,3,Dealer,30000,First Owner,Petrol,Automatic,21.21
314,Hyundai Verna VTVT 1.6 SX,1036000,1030000,2019,1,Individual,15000,First Owner,Petrol,Manual,17
315,Maruti Wagon R LX,526000,110000,2005,15,Individual,33650,First Owner,Petrol,Manual,18.9
316,Hyundai i20 Magna 1.2,777000,470000,2015,5,Individual,35000,First Owner,Petrol,Manual,18.6
317,Maruti Swift LXI Option,604000,370000,2015,5,Individual,30000,First Owner,Petrol,Manual,20.4
318,Maruti Celerio ZXI AMT BSIV,512000,450000,2018,2,Individual,100000,First Owner,Petrol,Automatic,23.1
319,Maruti Wagon R LXI CNG,597000,275000,2016,4,Dealer,58000,First Owner,CNG,Manual,26.2
320,Maruti Swift Dzire AMT VXI,698000,731000,2019,1,Individual,4000,First Owner,Petrol,Automatic,21.21
321,Maruti Wagon R VXI,535000,380000,2016,4,Individual,60000,First Owner,Petrol,Manual,20.51
322,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,988000,900000,2018,2,Individual,60000,First Owner,Diesel,Manual,21.5
323,Honda Amaze S i-Vtech,704000,500000,2016,4,Dealer,34000,First Owner,Petrol,Manual,18
324,Datsun GO A,463999,330000,2017,3,Individual,42000,First Owner,Petrol,Manual,20.63
325,Tata Hexa XT,1410000,1400000,2018,2,Individual,60000,First Owner,Diesel,Manual,17.6
326,Hyundai Verna 1.6 CRDi EX MT,1284000,540000,2013,7,Individual,80000,First Owner,Diesel,Manual,22.32
327,Mahindra Bolero SLX,893000,375000,2008,12,Individual,120000,First Owner,Diesel,Manual,13.6
328,Toyota Fortuner 2016-2021 2.7 2WD AT,3594000,2600000,2016,4,Dealer,50000,First Owner,Petrol,Automatic,10.26
329,Ford Ecosport 2015-2021 1.5 Petrol Titanium AT,927000,725000,2016,4,Dealer,35200,First Owner,Petrol,Automatic,14.7
330,Hyundai i20 Petrol Spotz,802999,765000,2020,0,Trustmark Dealer,3700,First Owner,Petrol,Manual,18.6
331,Maruti Wagon R VXI,535000,380000,2016,4,Individual,25000,First Owner,Petrol,Manual,20.51
332,Toyota Fortuner 2016-2021 2.8 2WD AT,3997000,2625000,2017,3,Dealer,64000,First Owner,Diesel,Automatic,12.9
333,Maruti Swift Dzire VXI 1.2,686000,600000,2019,1,Individual,15000,First Owner,Petrol,Manual,21.21
334,Mahindra XUV300 W8 Option BSIV,930000,1130000,2019,1,Individual,30000,First Owner,Petrol,Manual,17
335,Ford Endeavour 3.2 Titanium AT 4X4,3627000,2875000,2017,3,Dealer,62876,First Owner,Diesel,Automatic,10.91
336,Honda Amaze S i-Dtech,877000,350000,2015,5,Individual,70000,First Owner,Diesel,Manual,25.8
337,Mahindra Thar CRDe,1475000,850000,2017,3,Dealer,55000,First Owner,Diesel,Manual,16.55
338,Maruti Alto 800 CNG LXI,488999,260000,2016,4,Dealer,42000,First Owner,CNG,Manual,33.44
339,Ford Ecosport 1.5 DV5 MT Titanium Optional,1014000,475000,2013,7,Dealer,80000,First Owner,Diesel,Manual,22.7
340,Tata Nexon 1.2 Revotron XM,840000,750000,2019,1,Individual,6000,First Owner,Petrol,Manual,17
341,Land Rover Discovery Sport 2015-2020 TD4 HSE,6887000,4000000,2019,1,Dealer,12000,First Owner,Diesel,Automatic,12.63
342,Honda Jazz 1.2 S i VTEC,851000,525000,2017,3,Dealer,30000,First Owner,Petrol,Manual,18.7
343,Hyundai i20 Magna 1.2,798000,535000,2014,6,Individual,10000,First Owner,Petrol,Manual,18.6
344,Maruti Dzire VXI,685000,484999,2016,4,Dealer,62150,First Owner,Petrol,Manual,23.26
345,Mahindra XUV500 W8 2WD,1654000,745000,2015,5,Dealer,47300,First Owner,Diesel,Manual,15.1
346,Ford Aspire 1.5 TDCi Trend,961999,475000,2015,5,Dealer,63000,First Owner,Diesel,Manual,25.83
347,Volvo S90 D4 Inscription BSIV,6772000,3650000,2016,4,Dealer,20400,First Owner,Diesel,Automatic,18
348,Hyundai i20 Asta 1.2,777000,400000,2013,7,Individual,70000,First Owner,Petrol,Manual,18.5
349,Hyundai Grand i10 Nios Sportz,610000,650000,2020,0,Individual,20000,First Owner,Petrol,Manual,20.7
350,Maruti Wagon R LXI Minor,526000,150000,2008,12,Individual,100000,First Owner,Petrol,Manual,18.9
351,Honda Amaze S i-VTEC,699000,550000,2018,2,Individual,50000,First Owner,Petrol,Manual,17.8
352,Hyundai i20 Sportz 1.4 CRDi,974000,500000,2015,5,Dealer,67000,First Owner,Diesel,Manual,22.54
353,Honda Amaze S CVT i-VTEC,704000,775000,2019,1,Dealer,21100,First Owner,Petrol,Automatic,18.1
354,Hyundai Grand i10 Magna,681000,310000,2015,5,Individual,50000,First Owner,Petrol,Manual,18.9
355,Hyundai Venue SX Dual Tone Turbo BSIV,806000,994999,2019,1,Trustmark Dealer,27594,First Owner,Petrol,Manual,18.27
356,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,1989999,1575000,2016,4,Dealer,37000,First Owner,Diesel,Automatic,11.36
357,Honda WR-V i-VTEC VX,982000,906000,2019,1,Individual,25000,First Owner,Petrol,Manual,17.5
358,Ford Ecosport 2015-2021 1.5 Diesel Trend BSIV,1043000,785000,2017,3,Individual,35000,First Owner,Diesel,Manual,23
359,Maruti XL6 Alpha AT,1126000,1200000,2019,1,Dealer,12005,First Owner,Petrol,Automatic,17.99
360,Mahindra Bolero 2011-2019 SLE,893000,470000,2013,7,Individual,80000,First Owner,Diesel,Manual,15.96
361,Honda City 1.5 S MT,1224000,400000,2011,9,Individual,119000,First Owner,Petrol,Manual,17
362,Kia Seltos HTX IVT G,1152000,1490000,2020,0,Dealer,3500,First Owner,Petrol,Automatic,16.8
363,Maruti Baleno Sigma 1.2,668000,535000,2019,1,Dealer,11000,First Owner,Petrol,Manual,21.4
364,Renault KWID RXL,345000,235000,2016,4,Individual,41000,First Owner,Petrol,Manual,25.17
365,Hyundai Creta 1.6 SX,1158000,1250000,2019,1,Dealer,21000,First Owner,Petrol,Manual,15.8
366,Maruti Wagon R VXI,516000,300000,2015,5,Individual,120000,First Owner,Petrol,Manual,20.51
367,BMW X1 xDrive 20d xLine,4618000,3011000,2019,1,Dealer,22450,First Owner,Diesel,Automatic,20.68
368,Maruti Swift VXI,635000,615000,2020,0,Individual,10000,First Owner,Petrol,Manual,21.21
369,Renault KWID RXT,362000,250000,2016,4,Individual,50000,First Owner,Petrol,Manual,25.17
370,Mahindra XUV500 W8 2WD,1645000,925000,2015,5,Dealer,42000,First Owner,Diesel,Manual,16
371,Renault KWID 1.0 RXT Optional,381000,350000,2018,2,Individual,10000,First Owner,Petrol,Manual,23.01
372,Maruti Wagon R VXI,536000,360000,2017,3,Individual,70000,First Owner,Petrol,Manual,20.51
373,Honda City i DTEC VX Option,1400000,700000,2015,5,Individual,70000,First Owner,Diesel,Manual,25.1
374,Mahindra XUV500 W7 AT BSIV,1659000,1300000,2018,2,Individual,50000,First Owner,Diesel,Automatic,15.1
375,Volkswagen Polo IPL II 1.6 Petrol Highline,700000,285000,2011,9,Dealer,64471,First Owner,Petrol,Manual,15.26
376,Maruti Wagon R LXI,535000,1905032704,2004,16,Individual,50000,First Owner,Petrol,Manual,18.9
377,Honda Amaze E i-VTEC,704000,527000,2017,3,Dealer,33869,First Owner,Petrol,Manual,17.8
378,Mahindra Bolero 2011-2019 SLX,905000,396000,2012,8,Individual,63497,First Owner,Diesel,Manual,15.96
379,Maruti Swift Dzire VXI,686000,384000,2014,6,Individual,70000,First Owner,Petrol,Manual,19.1
380,Datsun RediGO D,320000,210000,2018,2,Individual,20000,First Owner,Petrol,Manual,22.7
381,Hyundai Verna 1.6 EX VTVT,1054000,425000,2012,8,Dealer,57000,First Owner,Petrol,Manual,17.01
382,Mahindra Bolero SLE,905000,425000,2011,9,Individual,30000,First Owner,Diesel,Manual,13.6
383,Maruti Alto 800 LXI,347000,220000,2016,4,Individual,50000,First Owner,Petrol,Manual,24.7
384,Tata Safari 2005-2017 DICOR 2.2 EX 4x2,1485000,218000,2011,9,Individual,190000,First Owner,Diesel,Manual,11.57
385,Mahindra Bolero 2011-2019 EX AC,905000,750000,2018,2,Individual,60000,First Owner,Diesel,Manual,15.96
386,Maruti Ciaz AT ZXi,968000,715000,2017,3,Dealer,60000,First Owner,Petrol,Automatic,19.12
387,Maruti Alto 800 LXI,347000,350000,2020,0,Individual,5000,First Owner,Petrol,Manual,22.05
388,Renault KWID RXT Optional,381000,300000,2019,1,Individual,25000,First Owner,Petrol,Manual,25.17
389,BMW 5 Series 520d Sedan,7320000,1350000,2010,10,Dealer,65000,First Owner,Diesel,Automatic,18.48
390,Mercedes-Benz E-Class E250 CDI Blue Efficiency,7345999,1400000,2012,8,Dealer,86500,First Owner,Diesel,Automatic,14.21
391,Hyundai Verna 1.6 SX,1208000,480000,2013,7,Individual,76300,First Owner,Diesel,Manual,22.32
392,Renault KWID Climber 1.0 AMT,394000,400000,2019,1,Individual,10000,First Owner,Petrol,Automatic,24.04
393,Hyundai Grand i10 1.2 Kappa Magna BSIV,648000,495000,2019,1,Dealer,36000,First Owner,Petrol,Manual,18.9
394,Mahindra KUV 100 mFALCON G80 K8 Dual Tone,697000,420000,2016,4,Individual,26000,First Owner,Petrol,Manual,18.15
395,Ford Ecosport 2015-2021 1.5 Petrol Trend BSIV,927000,800000,2019,1,Individual,4000,First Owner,Petrol,Manual,17
396,Mahindra Bolero DI Non AC BSIII,905000,340000,2011,9,Individual,46000,First Owner,Diesel,Manual,13.6
397,Honda City 2017-2020 VTEC,1224000,340000,2009,11,Dealer,75000,First Owner,Petrol,Manual,16.9
398,Maruti Wagon R LXI,512000,135000,2009,11,Dealer,113000,First Owner,Petrol,Manual,21.79
399,Hyundai Verna 1.6 CRDi AT SX,1309000,1225000,2018,2,Dealer,15000,First Owner,Diesel,Automatic,19.08
400,Honda Amaze EX i-Vtech,704000,438999,2015,5,Dealer,16942,First Owner,Petrol,Manual,18
401,Honda Jazz 1.2 S i VTEC,855000,465000,2016,4,Dealer,29484,First Owner,Petrol,Manual,18.7
402,Maruti Swift Dzire VXI 1.2,698000,650000,2017,3,Individual,30000,First Owner,Petrol,Manual,21.21
403,Maruti Swift VVT VXI,613000,525000,2017,3,Individual,14838,First Owner,Petrol,Manual,22
404,Honda City i VTEC V,1268000,885000,2018,2,Trustmark Dealer,31318,First Owner,Petrol,Manual,17.8
405,Maruti Wagon R LXI,511000,120000,2007,13,Dealer,63000,First Owner,Petrol,Manual,21.79
406,Tata Safari 2005-2017 Dicor EX 4X2 BS IV,1485000,175000,2009,11,Individual,80000,First Owner,Diesel,Manual,13.93
407,Maruti Swift Dzire LXI Option,653000,400000,2015,5,Dealer,66000,First Owner,Petrol,Manual,20.85
408,Honda City V MT AVN,1268000,875000,2018,2,Dealer,31543,First Owner,Petrol,Manual,16.8
409,Toyota Innova Crysta 2016-2020 2.4 G MT 8S BSIV,1998999,1350000,2018,2,Individual,80000,First Owner,Diesel,Manual,13.68
410,Honda City i DTEC VX,1428000,700000,2015,5,Individual,50000,First Owner,Diesel,Manual,25.1
411,Audi Q7 2006-2020 3.0 TDI quattro,8059999,2650000,2013,7,Dealer,28000,First Owner,Diesel,Automatic,12.07
412,Maruti Celerio X ZXI Option BSIV,563000,459999,2018,2,Individual,18000,First Owner,Petrol,Manual,21.63
413,Mahindra Scorpio 1.99 S6 Plus,1510000,950000,2016,4,Individual,50000,First Owner,Diesel,Manual,15.4
414,Mahindra Bolero 2011-2019 SLX,905000,459999,2012,8,Individual,120000,First Owner,Diesel,Manual,15.96
415,Maruti Eeco 5 STR With AC Plus HTR CNG,582000,220000,2012,8,Individual,20000,First Owner,CNG,Manual,15.1
416,Mahindra Thar CRDe,1328000,900000,2018,2,Individual,50000,First Owner,Diesel,Manual,16.55
417,Volkswagen Vento 1.2 TSI Highline AT,1011999,575000,2015,5,Dealer,53837,First Owner,Petrol,Automatic,16.93
418,Toyota Fortuner 4x4 AT,3997000,1930000,2015,5,Dealer,48000,First Owner,Diesel,Automatic,12.55
419,Maruti Swift ZXI,635000,475000,2013,7,Individual,32000,First Owner,Petrol,Manual,18.6
420,Renault Triber RXZ,614000,660000,2020,0,Dealer,1784,First Owner,Petrol,Manual,20
421,BMW 3 Series 320d,4971000,575000,2011,9,Dealer,98955,First Owner,Diesel,Automatic,13.2
422,Hyundai Creta 1.6 VTVT AT SX Plus,1158000,1250000,2018,2,Dealer,39000,First Owner,Petrol,Automatic,13
423,Datsun GO Plus T BSIV,480000,459999,2016,4,Individual,58000,First Owner,Petrol,Manual,19.44
424,Volkswagen Polo Petrol Trendline 1.2L,712000,200000,2010,10,Individual,60000,First Owner,Petrol,Manual,16.47
425,Mahindra Scorpio 1.99 S4 Plus,1510000,880000,2017,3,Individual,100000,First Owner,Diesel,Manual,15.4
426,Mahindra Scorpio S2,1510000,800000,2017,3,Individual,20000,First Owner,Diesel,Manual,15.4
427,Maruti Eeco CNG 5 Seater AC BSIV,582000,480000,2018,2,Individual,22000,First Owner,CNG,Manual,21.94
428,Honda Amaze VX i-Vtech,704000,400000,2015,5,Trustmark Dealer,41604,First Owner,Petrol,Manual,18
429,Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,1007000,880000,2017,3,Dealer,39884,First Owner,Diesel,Manual,23
430,Datsun RediGO 1.0 S,319000,295000,2017,3,Dealer,40000,First Owner,Petrol,Manual,22.5
431,Mahindra Thar CRDe AC,1449000,800000,2015,5,Individual,27000,First Owner,Diesel,Manual,16.55
432,Hyundai i10 Era 1.1,648000,150000,2009,11,Dealer,67000,First Owner,Petrol,Manual,19.81
433,Honda Amaze S CVT i-VTEC,702000,550000,2018,2,Individual,25000,First Owner,Petrol,Automatic,18.1
434,Toyota Fortuner 4x2 Manual,3714000,2000000,2014,6,Individual,50000,First Owner,Diesel,Manual,13
435,Honda Amaze S i-Dtech,869000,325000,2013,7,Dealer,75000,First Owner,Diesel,Manual,25.8
436,Mahindra Scorpio VLX 2WD BSIV,1521000,555000,2014,6,Individual,80000,First Owner,Diesel,Manual,12.05
437,Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,972000,570000,2015,5,Dealer,58000,First Owner,Diesel,Manual,23
438,Renault KWID 1.0 RXT Optional,394000,306000,2018,2,Individual,22000,First Owner,Petrol,Manual,23.01
439,Maruti Celerio ZXI AT,498000,415000,2016,4,Dealer,62000,First Owner,Petrol,Automatic,23.1
440,Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,3779000,3200000,2018,2,Dealer,28000,First Owner,Diesel,Automatic,12.9
441,Maruti Swift VXI,604000,300000,2012,8,Dealer,41000,First Owner,Petrol,Manual,18.6
442,Honda City i DTEC V,1479000,549000,2014,6,Dealer,55000,First Owner,Diesel,Manual,26
443,Maruti Swift Dzire VXI 1.2 BS IV,653000,475000,2016,4,Dealer,47000,First Owner,Petrol,Manual,22
444,Honda City i DTEC SV,1479000,409999,2014,6,Individual,144000,First Owner,Diesel,Manual,26
445,Maruti Ciaz AT ZXi,968000,795000,2016,4,Dealer,20500,First Owner,Petrol,Automatic,19.12
446,Hyundai i20 Asta 1.4 CRDi,959000,819999,2016,4,Individual,30000,First Owner,Diesel,Manual,22.54
447,Mahindra Scorpio EX,1510000,625000,2012,8,Dealer,32208,First Owner,Diesel,Manual,14
